trial,cycle,observation_time_s,command_time_s,success_marker,measured_shoulder_pan_deg,measured_shoulder_pan_rad,measured_shoulder_lift_deg,measured_shoulder_lift_rad,measured_elbow_flex_deg,measured_elbow_flex_rad,measured_wrist_flex_deg,measured_wrist_flex_rad,measured_wrist_roll_deg,measured_wrist_roll_rad,measured_gripper_hw,measured_gripper_norm,policy_shoulder_pan_rad,policy_shoulder_lift_rad,policy_elbow_flex_rad,policy_wrist_flex_rad,policy_wrist_roll_rad,policy_gripper_norm,sent_shoulder_pan_deg,sent_shoulder_pan_rad,sent_shoulder_lift_deg,sent_shoulder_lift_rad,sent_elbow_flex_deg,sent_elbow_flex_rad,sent_wrist_flex_deg,sent_wrist_flex_rad,sent_wrist_roll_deg,sent_wrist_roll_rad,sent_gripper_hw,sent_gripper_norm,gripper_hard_clamped,gripper_step_clamped,gripper_correction_hw,urdf_violation_shoulder_pan_deg,step_violation_shoulder_pan_deg,safety_correction_shoulder_pan_deg,urdf_violation_shoulder_lift_deg,step_violation_shoulder_lift_deg,safety_correction_shoulder_lift_deg,urdf_violation_elbow_flex_deg,step_violation_elbow_flex_deg,safety_correction_elbow_flex_deg,urdf_violation_wrist_flex_deg,step_violation_wrist_flex_deg,safety_correction_wrist_flex_deg,urdf_violation_wrist_roll_deg,step_violation_wrist_roll_deg,safety_correction_wrist_roll_deg
8,0,0.0013035970041528344,0.17791713506449014,False,-9.714285850524902,-0.16954627633094788,-93.14286041259766,-1.6256495714187622,91.73626708984375,1.6010998487472534,79.51648712158203,1.387824535369873,92.92308044433594,1.6218136548995972,1.4423076923076923,0.014423076923076922,-0.16367030143737793,-1.7039332389831543,1.6131497621536255,1.38251793384552,1.614542007446289,0.006820276379585266,-9.377616882324219,-0.16367029058716326,-97.14286041259766,-1.6954627590050864,92.42666625976562,1.6131496428748628,79.21244049072266,1.3825178951031831,92.50643920898438,1.6145419434927561,0.6820276379585266,0.006820276379585266,False,False,0.0,0.0,0.0,0.0,0.0,0.485321044921875,0.485321044921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,0.17943138000555336,0.19187661504838616,False,-9.714285850524902,-0.16954627633094788,-93.14286041259766,-1.6256495714187622,91.73626708984375,1.6010998487472534,79.51648712158203,1.387824535369873,92.92308044433594,1.6218136548995972,1.4423076923076923,0.014423076923076922,-0.16384124755859375,-1.7125742435455322,1.6152126789093018,1.3813397884368896,1.6191036701202393,0.006763670593500137,-9.387411117553711,-0.1638412322396327,-97.14286041259766,-1.6954627590050864,92.54486083984375,1.615212527455238,79.14493560791016,1.381339712636932,92.7677993774414,1.6191035389658983,0.6763670593500137,0.006763670593500137,False,False,0.0,0.0,0.0,0.0,0.0,0.98040771484375,0.98040771484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,0.2130670570768416,0.22548471705522388,False,-9.714285850524902,-0.16954627633094788,-93.14286041259766,-1.6256495714187622,91.73626708984375,1.6010998487472534,79.51648712158203,1.387824535369873,92.92308044433594,1.6218136548995972,1.4423076923076923,0.014423076923076922,-0.16326339542865753,-1.7113648653030396,1.6205087900161743,1.3805022239685059,1.6154781579971313,0.006331801414489746,-9.354303359985352,-0.16326339286211278,-97.14286041259766,-1.6954627590050864,92.84831237792969,1.6205087559150788,79.0969467163086,1.3805021484741022,92.56007385253906,1.615478044615919,0.6331801414489746,0.006331801414489746,False,False,0.0,0.0,0.0,0.0,0.0,0.9111175537109375,0.9111175537109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,0.24624145904090255,0.25653695804066956,False,-9.714285850524902,-0.16954627633094788,-93.5824203491211,-1.6333212852478027,91.73626708984375,1.6010998487472534,79.51648712158203,1.387824535369873,92.92308044433594,1.6218136548995972,1.304945054945055,0.01304945054945055,-0.1636710911989212,-1.713211178779602,1.6081079244613647,1.3806401491165161,1.621910572052002,0.006594136357307434,-9.377662658691406,-0.16367108953549028,-97.5824203491211,-1.7031345271572775,92.1377944946289,1.6081078794571793,79.10485076904297,1.3806401002185682,92.92862701416016,1.621910510754842,0.6594136357307434,0.006594136357307434,False,False,0.0,0.0,0.0,0.0,0.0,0.5773468017578125,0.5773468017578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,0.27973834006115794,0.2905469740508124,False,-9.714285850524902,-0.16954627633094788,-94.72527313232422,-1.6532678604125977,91.73626708984375,1.6010998487472534,79.42857360839844,1.3862900733947754,92.92308044433594,1.6218136548995972,1.304945054945055,0.01304945054945055,-0.16397333145141602,-1.7239712476730347,1.6218376159667969,1.3797799348831177,1.6179182529449463,0.004602663218975067,-9.394979476928711,-0.16397332502970063,-98.72527313232422,-1.723081071089753,92.92444610595703,1.6218375401409737,79.0555648803711,1.3797798991864727,92.69988250732422,1.6179181659647042,0.4602663218975067,0.004602663218975067,False,False,0.0,0.0,0.0,0.0,0.0,0.050994873046875,0.050994873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,0.313115298980847,0.3233207690063864,False,-9.89011001586914,-0.17261497676372528,-95.42857360839844,-1.6655428409576416,91.73626708984375,1.6010998487472534,79.25274658203125,1.3832213878631592,92.92308044433594,1.6218136548995972,1.304945054945055,0.01304945054945055,-0.16251733899116516,-1.7175480127334595,1.6203597784042358,1.378840446472168,1.61807382106781,0.004233025014400482,-9.311556816101074,-0.16251732492748389,-98.40824890136719,-1.71754795445095,92.83977508544922,1.6203597520520887,79.0017318725586,1.3788403359538928,92.70879364013672,1.6180736945723648,0.4233025014400482,0.004233025014400482,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,0.3466406750958413,0.35677165107335895,False,-9.89011001586914,-0.17261497676372528,-96.04395294189453,-1.6762832403182983,91.73626708984375,1.6010998487472534,79.25274658203125,1.3832213878631592,92.92308044433594,1.6218136548995972,1.1675824175824177,0.011675824175824176,-0.16217060387134552,-1.716931700706482,1.6109882593154907,1.3795325756072998,1.6172995567321777,0.004922077059745789,-9.291690826416016,-0.16217059799831238,-98.37293243408203,-1.716931565816651,92.30282592773438,1.6109882213341544,79.04138946533203,1.3795324915212044,92.66443634033203,1.6172995136434787,0.49220770597457886,0.004922077059745789,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7,0.3798220750177279,0.3906294599873945,False,-9.89011001586914,-0.17261497676372528,-96.3956069946289,-1.6824207305908203,91.73626708984375,1.6010998487472534,79.16483306884766,1.3816869258880615,92.92308044433594,1.6218136548995972,1.0302197802197801,0.0103021978021978,-0.16394852101802826,-1.7091094255447388,1.6097251176834106,1.3814468383789062,1.6125775575637817,0.004439644515514374,-9.39355754852295,-0.16394850769729247,-97.92475128173828,-1.7091093290628703,92.23045349121094,1.60972508402913,79.15106964111328,1.3814467717127532,92.39388275146484,1.6125774627146592,0.4439644515514374,0.004439644515514374,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.41337316401768476,0.4241276109823957,False,-9.89011001586914,-0.17261497676372528,-96.48351287841797,-1.6839549541473389,91.73626708984375,1.6010998487472534,79.16483306884766,1.3816869258880615,92.92308044433594,1.6218136548995972,1.0302197802197801,0.0103021978021978,-0.1626141518354416,-1.718337059020996,1.6073346138000488,1.3830293416976929,1.6149040460586548,0.00531575083732605,-9.31710433959961,-0.16261414747786507,-98.45345306396484,-1.718336915923886,92.0934829711914,1.6073344974766202,79.24173736572266,1.3830292220324785,92.52718353271484,1.6149040002429524,0.531575083732605,0.00531575083732605,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.44687716907355934,0.4584820430027321,False,-9.89011001586914,-0.17261497676372528,-96.57142639160156,-1.685489296913147,91.73626708984375,1.6010998487472534,79.16483306884766,1.3816869258880615,92.92308044433594,1.6218136548995972,1.0302197802197801,0.0103021978021978,-0.16362212598323822,-1.7189087867736816,1.6019893884658813,1.3816500902175903,1.6184626817703247,0.005905076861381531,-9.374856948852539,-0.16362212066094645,-98.48621368408203,-1.7189086966099258,91.78722381591797,1.6019892668527222,79.16271209716797,1.3816499709039263,92.7310791015625,1.6184626492495708,0.5905076861381531,0.005905076861381531,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10,0.4802698880666867,0.49304635007865727,False,-9.89011001586914,-0.17261497676372528,-96.65933990478516,-1.6870237588882446,91.73626708984375,1.6010998487472534,79.16483306884766,1.3816869258880615,92.92308044433594,1.6218136548995972,1.0302197802197801,0.0103021978021978,-0.16073927283287048,-1.7239282131195068,1.6211919784545898,1.3822027444839478,1.61515212059021,0.0050946250557899475,-9.209681510925293,-0.16073926542569247,-98.7738037109375,-1.7239280894744529,92.887451171875,1.6211918567346841,79.19438171386719,1.3822027099881722,92.54139709472656,1.6151520736984932,0.5094625055789948,0.0050946250557899475,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
